"id","input","reference","hypothesis","bleu_score","meteor_score","ter_score","rouge1","rouge2","rougeL","pos_accuracy","ner_accuracy","lemmatization_accuracy","phrase_preservation","num_tokens","avg_token_length","num_stopwords_removed","stopwords_removal_percentage","execution_time","created_at"
"291","Regarding Ontario Premier Doug Ford’s plan to cut the number of Toronto city councillors in half, I think that attack is the best forms of defence (City Of Toronto Pursues Legal Challenge To Ford’s Council Cuts, July 31).","Regarding Ontario Premier Doug Ford’s plan to cut the number of Toronto city councillors in half, I think that attack is the best form of defence (City Of Toronto Pursues Legal Challenge To Ford’s Council Cuts, July 31).","Regarding Ontario Premier Doug Ford’s plan to cut the number of Toronto city councillors in half, I think that attack is the best form of defence (City Of Toronto Pursues Legal Challenge To Ford’s Council Cuts, July 31).","100","0.9999908805","0","1","1","1","100","100","100","100","47","4.46153831481934","21","44.680850982666016","17.12554550171","2025-04-13 04:19:20"
"292","Interstate 70 Eastern Road view From mile marker 150 ( Photo taken 8/8/10).","Interstate 70 East: Road view from mile marker 150. (Photo taken 8/8/10).","Interstate 70 Eastern Road view from mile marker 150 (Photo taken 8/8/10).","69.146835327","0.822083354","16.666666031","0.928571403","0.8461538553","0.928571403","87.5","100","81.25","66.66666412353516","15","5.44444465637207","7","46.66666793823242","5.120043754578","2025-04-13 04:19:47"
"293","So copy and paste the video URL.","Copy and paste the video URL.","Copy and paste the video URL.","100","0.997685194","0","1","1","1","100","0","100","100","7","3.83333325386047","3","42.85714340209961","3.176901340485","2025-04-13 04:20:25"
"294","A302 Grade A,A302 Grade B,A302 Grade C,A302 Grade D SA302 Grade A,SA302 Grade B,SA302 Grade C,SA302 Grade D A387/A387M SA387/SA387M 321 Cold Rolled Stainless Steel Sheet From China Supplier china tantalum steel clad plate suppliers '.","A302 Grade A,A302 Grade B,A302 Grade C,A302 Grade D SA302 Grade A,SA302 Grade B,SA302 Grade C,SA302 Grade D A387/A387M SA387/SA387M ... 321 Cold Rolled Stainless Steel Sheet From China Supplier . china tantalum steel clad plate suppliers .","A302 Grade A,A302 Grade B,A302 Grade C,A302 Grade D. SA302 Grade A,SA302 Grade B,SA302 Grade C,SA302 Grade D. A387/A387M SA387/SA387","52.465442657","0.4683228433","55.263156891","0.7605633736","0.7536231875","0.7605633736","29.629629135","66.666664124","34.482757568359375","0","32","2.57692313194275","14","43.75","19.05790710449","2025-04-13 04:21:23"
"295","On contrary, other analysts have also noted that Kerry's vote against the $87 billion's spending came at a time when his presidential campaign was being stalled and booming candidacy of former Vermont Go Howard Dean—whose entire campaign was based upon condemning the war in Iraq; Kerry's vote looked like an opportunistic effort to curry favor with anti-war Democratic primary voters.","However, other analysts have also noted that Kerry's vote against the $87 billion came at a time when his presidential campaign was stalled and Democratic voters were flocking to the candidacy of former Vermont Gov. Howard Dean—whose entire campaign was based upon condemning the war in Iraq. Kerry's vote looked like an opportunistic effort to curry favor with anti-war Democratic primary voters.","On contrary, other analysts have also noted that Kerry's vote against the $87 billion spending came at a time when his presidential campaign was being stalled and the booming candidacy of former Vermont Gov. Howard Dean—whose entire campaign was based upon condemning the war in Iraq. Kerry'","56.464904785","0.6918160915","40.322582245","0.7652173638","0.6902654767","0.7652173638","71.929824829","83.333335876","71.66666412353516","61.53845977783203","53","5.02127647399902","25","47.1698112487793","19.70352745056","2025-04-13 04:22:22"
"296","Really so simple, so not it?","It is really so simple, isn’t it?","Really so simple, so not?","19.740631104","0.220588237","57.142856598","0.4615384638","0.3636363745","0.4615384638","27.272727966","0","44.44444274902344","0","7","3.79999995231628","5","71.42857360839844","4.019829273224","2025-04-13 04:23:02"
"297","They could culture more land and grows food a lot more!","They could cultivate more land and grow a lot more food!","They could cultivate more land and grow a lot more food!","100","0.9996243715","0","1","1","1","100","0","100","100","12","4.09090900421143","6","50","4.658292770386","2025-04-13 04:23:52"
"298","The surge in church shootings is may real.","The surge in church shootings is real.","The surge in church shootings is real.","100","0.9985422492","0","1","1","1","100","0","100","100","8","4.42857122421265","4","50","3.369984388351","2025-04-13 04:24:42"
"299","Contact for class work shop and event schedule, Inquiries and venue Bookings.","Contact us for class, workshop and event schedules, inquiries and venue bookings.","Contact us for class schedules, event schedules, Inquiries and venue bookings.","41.627990723","0.752152741","25","0.8695651889","0.7619047761","0.8695651889","84.615386963","0","84.61538696289062","66.66666412353516","14","5.90909099578857","5","35.71428680419922","5.598147392273","2025-04-13 04:25:30"
"300","Grey cotton wool waist trousers from Incotex.","Grey cotton-wool blend tailored trousers from Incotex.","Grey cotton wool waist trousers from Incotex.","36.555522919","0.5357142687","42.857143402","0.8000000119","0.6153846383","0.8000000119","62.5","100","70","50","8","5.42857122421265","2","25","3.417753696442","2025-04-13 04:26:25"
"301","Add a Backyard Fire Pit (?) and Make the Most of Autumn – Enjoy the beauty of the season by adding a backyard fire pit and squeeze every last.","Add a Backyard Fire Pit and Make the Most of Autumn – Enjoy the beauty of the season by adding a backyard fire pit and squeeze every last.","Add a Backyard Fire Pit and Make the Most of Autumn – Enjoy the beauty of the season by adding a backyard fire pit and making the most of every last second.","77.495307922","0.880828619","21.428571701","0.8965517282","0.8571428657","0.8965517282","95.833335876","0","95.83333587646484","100","33","3.96774196624756","16","48.48484802246094","11.8825378418","2025-04-13 04:27:22"
"302","One of the most important things for athletes, whether elite or amateur, has been adequate recuperation after efforts and personalized study of his or her physical state so as to prevent injuries and arcieve maximum potential.","One of the most important things for athletes, whether elite or amateur, is adequate recuperation after the efforts made and a personalized study of his or her physical state so as to prevent injuries and achieve maximum potential.","One of the most important things for athletes, whether elite or amateur, has been adequate recuperation after efforts and personalized study of his or her physical state so as to prevent injuries and achieve maximum potential.","77.906044006","0.8955461383","13.157895088","0.9189189076","0.805555582","0.9189189076","88.888885498","100","91.66666412353516","75","39","5.22222232818604","20","51.28205108642578","12.14018535614","2025-04-13 04:28:30"
"303","I wanted one of these, till I knew I came in banana yellow.","I wanted one of these, till I found out it only came in banana yellow.","I wanted one of these, until I knew I came in banana yellow.","51.007148743","0.6540540457","33.333332062","0.7142857313","0.538461566","0.7142857313","68.75","100","68.75","75","15","3.53846144676208","9","60","4.408330917358","2025-04-13 04:29:21"
"304","If you were referred this site by an existing member of Bravo 2 Zero Forums, enter their username here","If you were referred to this site by an existing member of Bravo 2 Zero Forums, enter their username here.","If you were referred to this site by an existing member of Bravo 2 Zero Forums, enter their username here.","100","0.9999374747","0","1","1","1","100","100","100","100","22","4.4210524559021","13","59.09090805053711","7.205434799194","2025-04-13 04:30:13"
"305","The NEXT WORLD TAROT Card Deck is Cristy C Road's post-apocalyptic reclamation of magic.","The NEXT WORLD TAROT Card Deck is Cristy C. Road's post-apocalyptic reclamation of magic.","The NEXT WORLD TAROT Card Deck is Crissy C Road's post-apocalyptic reclamation of magic.","69.012283325","0.8551587462","14.285714149","0.9375","0.8666666746","0.9375","87.5","50","88.88888549804688","66.66666412353516","16","4.80000019073486","5","31.25","10.83094120026","2025-04-13 04:30:52"
"306","Details on the scoring of Survivor, Temptation Island, The Simple Life and Apprentice.","Details on the scoring of Survivor, Temptation Island, The Simple Life, The Bachelor and The Apprentice.","Details on the scoring of Survivor, Temptation Island, The Simple Life and Apprentice.","66.2551651","0.6884731054","25","0.8965517282","0.7407407165","0.8965517282","93.75","50","93.75","71.42857360839844","16","5.46153831481934","8","50","5.601424217224","2025-04-13 04:33:00"
"307","With the perfect good blend of looking lightweight and tough materials mixed with snappy looks, this Mercury Canvas Diary Case is a ideal choice for your Samsung Galaxy S8 - especially when you re late out of here gala y 8.","With the perfect blend of lightweight and tough materials, mixed with snappy looks, this Mercury Canvas Diary Case is the ideal companion for your Samsung Galaxy S8 - especially when you're out and about.","With the perfect blend of lightweight and tough materials mixed with snappy looks, this Mercury Canvas Diary Case is an ideal choice for your Samsung Galaxy S8 - especially when you're late out of this gala y 8.","64.631286621","0.8050528169","26.470588684","0.8333333135","0.7428571582","0.8333333135","91.428573608","100","94.28571319580078","85.71428680419922","41","4.54054069519043","22","53.65853500366211","13.54965591431","2025-04-13 04:35:46"
